split,config_key,protocol,tau,policy_value
dev,global_laplace,blind,0.031086082016536818,-0.00011836861181408633
dev,global_laplace,blind,0.04882024182115894,-0.0008194753929365392
dev,global_laplace,conditioned,-0.2518274287055255,-0.0013580017936267075
dev,global_laplace,conditioned,-0.08231186515978564,0.003386131251306743
dev,global_laplace,conditioned,-0.04300564906712514,0.0055164908493947834
dev,global_laplace,conditioned,-0.026368133133487043,0.004365813792872952
dev,global_laplace,conditioned,-0.01281263283445354,0.004170390809404439
dev,global_laplace,conditioned,-0.007540876489149302,0.003535564066287492
dev,global_laplace,conditioned,-0.004780427960715351,0.0032545148065097652
dev,global_laplace,conditioned,-0.002556458428929809,0.004514359498285574
dev,global_laplace,conditioned,0.0,0.0053645537050913865
dev,global_laplace,conditioned,0.00022361540418890558,0.00581296738879434
dev,global_laplace,conditioned,0.0026544562975665898,0.00662013222711587
dev,global_laplace,conditioned,0.004748165261227438,0.006399070371094168
dev,global_laplace,conditioned,0.007072072680859814,0.005641582874481955
dev,global_laplace,conditioned,0.011889717430587601,0.004291961909648393
dev,global_laplace,conditioned,0.013721405812689097,0.002998250942432021
