policy,n_tickets,mean_delta,ci_lower,ci_upper,pct_abstain,best_fixed_mean,best_fixed_config,oracle_mean
sign_action,796,-0.007946120762270898,-0.019406417154487054,0.0032803815270039264,0.0,0.00024343519494985814,backoff_eb,0.057111368135516365
magnitude_action,796,0.011608200887190038,0.003382310854392735,0.02046722543762819,0.1922110552763819,0.00024343519494985814,backoff_eb,0.057111368135516365
