retriever,routing,lift,split,n,minilm_d_proxy_top1,minilm_fb_proxy_top1,minilm_d_proxy_best5,minilm_fb_proxy_best5,minilm_d_proxy_mean5,minilm_fb_proxy_mean5,minilm_d_same_reply_hit1,minilm_fb_same_reply_hit1,minilm_d_same_reply_hit5,minilm_fb_same_reply_hit5,minilm_d_group_hit1,minilm_fb_group_hit1,minilm_d_group_hit5,minilm_fb_group_hit5,bge_d_proxy_top1,bge_fb_proxy_top1,bge_d_proxy_best5,bge_fb_proxy_best5,bge_d_proxy_mean5,bge_fb_proxy_mean5,bge_d_same_reply_hit1,bge_fb_same_reply_hit1,bge_d_same_reply_hit5,bge_fb_same_reply_hit5,bge_d_group_hit1,bge_fb_group_hit1,bge_d_group_hit5,bge_fb_group_hit5,primary_ci_lo,primary_ci_hi,primary_wilcoxon_p,pct_top1_changed,pct_improved,pct_worsened
dense_minilm,M4_intersection,laplace|abs,dev,319,0.04188954903741242,0.8406513939877289,0.012325063301104363,0.8927082974335243,0.049668202982473895,0.8168953134033093,0.06896551724137931,0.3761755485893417,0.05329153605015674,0.5015673981191222,-0.006269592476489028,0.050156739811912224,-0.003134796238244514,0.07210031347962383,0.02119348378017031,0.9092084050739073,0.006918599426185823,0.9366005021016052,0.023100192475842087,0.8972541566552787,0.06896551724137931,0.3761755485893417,0.05329153605015674,0.5015673981191222,-0.006269592476489028,0.050156739811912224,-0.003134796238244514,0.07210031347962383,0.023172264955762693,0.06162547905926462,0.001735738895574397,0.47962382445141066,0.28213166144200624,0.1974921630094044
dense_minilm,M4_intersection,laplace_eb_k2|abs,dev,319,0.05260207955973649,0.8513639245100529,0.018198486686126565,0.8985817208185465,0.055478415965193116,0.8227055263860286,0.07836990595611286,0.38557993730407525,0.05642633228840126,0.5047021943573667,-0.003134796238244514,0.05329153605015674,0.0,0.07523510971786834,0.025477153193614325,0.9134920744873514,0.009247163246417868,0.9389290659218372,0.026361728816944235,0.9005156929963808,0.07836990595611286,0.38557993730407525,0.05642633228840126,0.5047021943573667,-0.003134796238244514,0.05329153605015674,0.0,0.07523510971786834,0.035607030014376095,0.07216314634098014,5.290241995020653e-08,0.30094043887147337,0.21316614420062696,0.0877742946708464
dense_minilm,M4_intersection,laplace_eb_k10|abs,dev,319,0.04879496217381244,0.847556807124129,0.018195157794743122,0.898578391927163,0.05324944709208691,0.8204765575129224,0.07210031347962383,0.3793103448275862,0.050156739811912224,0.49843260188087773,-0.003134796238244514,0.05329153605015674,0.0,0.07523510971786834,0.02406953233162811,0.9120844536253652,0.008954303765371676,0.938636206440791,0.025336124343931864,0.8994900885233684,0.07210031347962383,0.3793103448275862,0.050156739811912224,0.49843260188087773,-0.003134796238244514,0.05329153605015674,0.0,0.07523510971786834,0.031950226971780335,0.06817818259832019,8.150688460270382e-06,0.3887147335423197,0.2476489028213166,0.14106583072100312
dense_minilm,M4_intersection,laplace|std0.5,dev,319,0.013362581126368532,0.812124426076685,0.0058575778919327595,0.8862408120243527,0.017179889883554088,0.7844070003043896,0.025078369905956112,0.3322884012539185,0.025078369905956112,0.47335423197492166,-0.003134796238244514,0.05329153605015674,0.003134796238244514,0.07836990595611286,0.008215776618371563,0.8962306979121085,0.0029343418940481346,0.9326162445694676,0.00809003996624842,0.8822440041456852,0.025078369905956112,0.3322884012539185,0.025078369905956112,0.47335423197492166,-0.003134796238244514,0.05329153605015674,0.003134796238244514,0.07836990595611286,0.004962949798118358,0.022699428154710315,0.05010639574090028,0.15987460815047022,0.09717868338557993,0.06269592476489028
dense_minilm,M4_intersection,laplace_eb_k2|std0.5,dev,319,0.014167870520424319,0.8129297154707408,0.007279997241908106,0.887663231374328,0.016541246070196632,0.783768356491032,0.025078369905956112,0.3322884012539185,0.0219435736677116,0.4702194357366771,-0.003134796238244514,0.05329153605015674,0.003134796238244514,0.07836990595611286,0.008813380073977863,0.8968283013677149,0.0028955392702993553,0.9325774419457188,0.0075369375626495256,0.8816909017420861,0.025078369905956112,0.3322884012539185,0.0219435736677116,0.4702194357366771,-0.003134796238244514,0.05329153605015674,0.003134796238244514,0.07836990595611286,0.005906452701009554,0.023460159252242978,0.003968030368262883,0.09717868338557993,0.06896551724137931,0.02821316614420063
dense_minilm,M4_intersection,laplace_eb_k10|std0.5,dev,319,0.01053193155500956,0.8092937765053261,0.004745054955019099,0.885128289087439,0.016001670641772048,0.7832287810626074,0.018808777429467086,0.32601880877742945,0.012539184952978056,0.4608150470219436,-0.003134796238244514,0.05329153605015674,0.003134796238244514,0.07836990595611286,0.007412115234566333,0.8954270365283034,0.0023568713552899493,0.9320387740307093,0.007500915747824882,0.8816548799272617,0.018808777429467086,0.32601880877742945,0.012539184952978056,0.4608150470219436,-0.003134796238244514,0.05329153605015674,0.003134796238244514,0.07836990595611286,0.0035125650161859758,0.018031497213253773,0.0332943137998865,0.10658307210031348,0.07210031347962383,0.034482758620689655
dense_minilm,M4_intersection,laplace|std1,dev,319,0.029531487441829006,0.8282933323921454,0.01199467587620487,0.8923779100086248,0.032431431058619085,0.7996585414794546,0.050156739811912224,0.3573667711598746,0.0438871473354232,0.49216300940438873,0.0,0.05642633228840126,0.003134796238244514,0.07836990595611286,0.015388014548250874,0.9034029358419878,0.005842874229514861,0.9355247769049343,0.015285473277202593,0.8894394374566392,0.050156739811912224,0.3573667711598746,0.0438871473354232,0.49216300940438873,0.0,0.05642633228840126,0.003134796238244514,0.07836990595611286,0.01523037541564262,0.04600999278533139,0.0018926897230979174,0.2727272727272727,0.1724137931034483,0.10031347962382445
dense_minilm,M4_intersection,laplace_eb_k2|std1,dev,319,0.02361652652111173,0.8223783714714282,0.01333252511054371,0.8937157592429636,0.029748769436136684,0.796975879856972,0.04075235109717868,0.34796238244514105,0.04075235109717868,0.4890282131661442,0.0,0.05642633228840126,0.003134796238244514,0.07836990595611286,0.012872730489808564,0.9008876517835456,0.006099387209243535,0.9357812898846629,0.014048731682068877,0.8882026958615057,0.04075235109717868,0.34796238244514105,0.04075235109717868,0.4890282131661442,0.0,0.05642633228840126,0.003134796238244514,0.07836990595611286,0.011727904064761808,0.03734865762690391,0.0003571020545220848,0.16300940438871472,0.11285266457680251,0.050156739811912224
dense_minilm,M4_intersection,laplace_eb_k10|std1,dev,319,0.017861270932568278,0.8166231158828847,0.010079104044594361,0.8904623381770143,0.02547445367776488,0.7927015640986003,0.03761755485893417,0.3448275862068966,0.034482758620689655,0.4827586206896552,-0.003134796238244514,0.05329153605015674,0.003134796238244514,0.07836990595611286,0.011230194082828151,0.8992451153765652,0.004705029968931383,0.9343869326443508,0.01204844591759589,0.8862024100970325,0.03761755485893417,0.3448275862068966,0.034482758620689655,0.4827586206896552,-0.003134796238244514,0.05329153605015674,0.003134796238244514,0.07836990595611286,0.008554076996623161,0.02875880747916743,0.007022875127472495,0.19435736677115986,0.12539184952978055,0.06896551724137931
dense_minilm,M4_intersection,laplace|std2,dev,319,0.037999014577428374,0.8367608595277448,0.013882920192700569,0.8942661543251205,0.0457570860892254,0.8129841965100608,0.07836990595611286,0.38557993730407525,0.05329153605015674,0.5015673981191222,-0.006269592476489028,0.050156739811912224,-0.003134796238244514,0.07210031347962383,0.019404009591823087,0.9074189308855601,0.007233793458968495,0.9369156961343879,0.021916758191996608,0.8960707223714333,0.07836990595611286,0.38557993730407525,0.05329153605015674,0.5015673981191222,-0.006269592476489028,0.050156739811912224,-0.003134796238244514,0.07210031347962383,0.021625455376052746,0.056158223642520946,0.00019228769768808037,0.4012539184952978,0.2507836990595611,0.15047021943573669
