fraction,n_keep,lift,routing,mean_delta_top1_mean,mean_delta_top1_std,mean_delta_top1_count,mean_delta_best5_mean,mean_delta_best5_std,mean_delta_best5_count,pct_top1_changed_mean,pct_top1_changed_std,pct_top1_changed_count,coverage_global_mean,coverage_global_std,coverage_global_count,coverage_class_mean,coverage_class_std,coverage_class_count,coverage_team_mean,coverage_team_std,coverage_team_count,coverage_intersection_mean,coverage_intersection_std,coverage_intersection_count,mean_delta_top1_ci_low,mean_delta_top1_ci_high,mean_delta_best5_ci_low,mean_delta_best5_ci_high,pct_top1_changed_ci_low,pct_top1_changed_ci_high,coverage_global_ci_low,coverage_global_ci_high,coverage_class_ci_low,coverage_class_ci_high,coverage_team_ci_low,coverage_team_ci_high,coverage_intersection_ci_low,coverage_intersection_ci_high
0.05,43,laplace_eb,M1_global,-0.06205080868004818,0.017415396819767705,10,-0.053740311110374694,0.013824927401917526,10,0.6363636363636364,0.03512588571362929,10,0.9780564263322884,0.0237128589673584,10,0.7505391849529781,0.03292309806054448,10,0.6565203761755486,0.03792416264024654,10,0.4765235109717868,0.04280653367948669,10,-0.07284498346004747,-0.05125663390004889,-0.06230908988937525,-0.04517153233137414,0.6145923868412122,0.6581348858860605,0.963359044074733,0.9927538085898437,0.7301332373629011,0.7709451325430551,0.6330147366451712,0.680026015705926,0.4499917465196651,0.5030552754239085
0.05,43,laplace_eb,M2_team,0.0021191986540455058,0.009092672422245684,10,-0.011519604185625304,0.0031739579986956377,10,0.4137931034482759,0.040819278964732725,10,0.9780564263322884,0.0237128589673584,10,0.7505391849529781,0.03292309806054448,10,0.6565203761755486,0.03792416264024654,10,0.4765235109717868,0.04280653367948669,10,-0.003516498100885434,0.007754895408976446,-0.013486843734448542,-0.009552364636802067,0.38849305222930225,0.4390931546672496,0.963359044074733,0.9927538085898437,0.7301332373629011,0.7709451325430551,0.6330147366451712,0.680026015705926,0.4499917465196651,0.5030552754239085
0.05,43,laplace_eb,M4_intersection,0.025962102047655276,0.0077651588597704635,10,0.006356119343479599,0.002852861216954252,10,0.28150470219435736,0.04867185497349095,10,0.9780564263322884,0.0237128589673584,10,0.7505391849529781,0.03292309806054448,10,0.6565203761755486,0.03792416264024654,10,0.4765235109717868,0.04280653367948669,10,0.02114920672323278,0.030774997372077773,0.004587897641868299,0.0081243410450909,0.25133757394067874,0.311671830448036,0.963359044074733,0.9927538085898437,0.7301332373629011,0.7709451325430551,0.6330147366451712,0.680026015705926,0.4499917465196651,0.5030552754239085
0.05,43,laplace_eb,M5_backoff2,-0.040289301981092616,0.021050382179957205,10,-0.04708467171904061,0.015541035605441613,10,0.5620689655172414,0.021519005594016465,10,0.9780564263322884,0.0237128589673584,10,0.7505391849529781,0.03292309806054448,10,0.6565203761755486,0.03792416264024654,10,0.4765235109717868,0.04280653367948669,10,-0.053336464029006915,-0.027242139933178318,-0.05671710538239061,-0.03745223805569062,0.5487313476680781,0.5754065833664047,0.963359044074733,0.9927538085898437,0.7301332373629011,0.7709451325430551,0.6330147366451712,0.680026015705926,0.4499917465196651,0.5030552754239085
0.1,87,laplace,M1_global,-0.05229554569763263,0.02687045419388773,10,-0.040055117667375316,0.015041957769700832,10,0.6219435736677117,0.04652471342727486,10,0.9957147335423198,0.0026895605828816957,10,0.8579404388714733,0.02026262630453798,10,0.7822100313479623,0.026579191315539603,10,0.6169655172413793,0.029649372068486342,10,-0.06895002575275078,-0.035641065642514486,-0.04937821968335825,-0.03073201565139238,0.5931072575320175,0.6507798898034058,0.9940477266223242,0.9973817404623153,0.8453815329736339,0.8704993447693127,0.7657360778951577,0.7986839848007669,0.5985886460430611,0.6353423884396975
0.1,87,laplace,M2_team,0.008238779007220717,0.005030260683156175,10,-0.00879173004141422,0.006486850213211543,10,0.5147335423197492,0.02747992572384784,10,0.9957147335423198,0.0026895605828816957,10,0.8579404388714733,0.02026262630453798,10,0.7822100313479623,0.026579191315539603,10,0.6169655172413793,0.029649372068486342,10,0.005120991134519769,0.011356566879921665,-0.0128123214581773,-0.00477113862465114,0.4977013078967056,0.5317657767427929,0.9940477266223242,0.9973817404623153,0.8453815329736339,0.8704993447693127,0.7657360778951577,0.7986839848007669,0.5985886460430611,0.6353423884396975
0.1,87,laplace,M4_intersection,0.025575870038433507,0.006581184161096361,10,0.007094710401980481,0.002538835612277454,10,0.37648902821316615,0.03448117535391866,10,0.9957147335423198,0.0026895605828816957,10,0.8579404388714733,0.02026262630453798,10,0.7822100313479623,0.026579191315539603,10,0.6169655172413793,0.029649372068486342,10,0.021496809835016062,0.029654930241850952,0.00552112378662968,0.00866829701733128,0.35511737431162926,0.39786068211470305,0.9940477266223242,0.9973817404623153,0.8453815329736339,0.8704993447693127,0.7657360778951577,0.7986839848007669,0.5985886460430611,0.6353423884396975
0.1,87,laplace,M5_backoff2,-0.0013319554858400155,0.018607460077415674,10,-0.011957840900576226,0.008274005767355859,10,0.6200626959247649,0.032970877531051906,10,0.9957147335423198,0.0026895605828816957,10,0.8579404388714733,0.02026262630453798,10,0.7822100313479623,0.026579191315539603,10,0.6169655172413793,0.029649372068486342,10,-0.012864978727636181,0.010201067755956151,-0.017086122805826123,-0.006829558995326329,0.5996271343120567,0.6404982575374731,0.9940477266223242,0.9973817404623153,0.8453815329736339,0.8704993447693127,0.7657360778951577,0.7986839848007669,0.5985886460430611,0.6353423884396975
0.1,87,laplace_eb,M1_global,-0.06000898102514422,0.02234891351394379,10,-0.05302703927116335,0.01589858953739637,10,0.6435736677115987,0.027009018236495104,10,0.9957147335423198,0.0026895605828816957,10,0.8579404388714733,0.02026262630453798,10,0.7822100313479623,0.026579191315539603,10,0.6169655172413793,0.029649372068486342,10,-0.07386098113224343,-0.046156980918045015,-0.06288108715753322,-0.04317299138479347,0.6268333047730984,0.6603140306500991,0.9940477266223242,0.9973817404623153,0.8453815329736339,0.8704993447693127,0.7657360778951577,0.7986839848007669,0.5985886460430611,0.6353423884396975
0.1,87,laplace_eb,M2_team,0.009873999062003012,0.004910873988916703,10,-0.010127562929096641,0.005987168930130503,10,0.470846394984326,0.02711996354860328,10,0.9957147335423198,0.0026895605828816957,10,0.8579404388714733,0.02026262630453798,10,0.7822100313479623,0.026579191315539603,10,0.6169655172413793,0.029649372068486342,10,0.006830207829020571,0.012917790294985451,-0.013838448677956198,-0.006416677180237084,0.45403726742895756,0.48765552253969446,0.9940477266223242,0.9973817404623153,0.8453815329736339,0.8704993447693127,0.7657360778951577,0.7986839848007669,0.5985886460430611,0.6353423884396975
0.1,87,laplace_eb,M4_intersection,0.03548117428317339,0.00415151204389702,10,0.009588840566458747,0.0022442143647585446,10,0.34890282131661443,0.038109233075332906,10,0.9957147335423198,0.0026895605828816957,10,0.8579404388714733,0.02026262630453798,10,0.7822100313479623,0.026579191315539603,10,0.6169655172413793,0.029649372068486342,10,0.03290804045987563,0.03805430810647115,0.008197862092198985,0.01097981904071851,0.3252824739421605,0.3725231686910684,0.9940477266223242,0.9973817404623153,0.8453815329736339,0.8704993447693127,0.7657360778951577,0.7986839848007669,0.5985886460430611,0.6353423884396975
0.1,87,laplace_eb,M5_backoff2,0.002028486126782752,0.012397152803595832,10,-0.01614717668547152,0.007649281759703208,10,0.5426332288401254,0.032018260355602644,10,0.9957147335423198,0.0026895605828816957,10,0.8579404388714733,0.02026262630453798,10,0.7822100313479623,0.026579191315539603,10,0.6169655172413793,0.029649372068486342,10,-0.005655348787876205,0.00971232104144171,-0.020888250639179932,-0.011406102731763106,0.52278810546989,0.5624783522103609,0.9940477266223242,0.9973817404623153,0.8453815329736339,0.8704993447693127,0.7657360778951577,0.7986839848007669,0.5985886460430611,0.6353423884396975
0.25,219,laplace,M1_global,-0.05373732742377583,0.008344423197979954,10,-0.044634719662438364,0.00716755801103305,10,0.5526645768025078,0.02079651115785497,10,0.9998746081504702,0.00012967266087761893,10,0.9410752351097178,0.010540200931065483,10,0.8916238244514106,0.015726063243566426,10,0.7812633228840126,0.024723155050000254,10,-0.058909254504704536,-0.04856540034284712,-0.049077218143383505,-0.04019222118149322,0.539774765644298,0.5655543879607176,0.9997942362025792,0.9999549800983613,0.9345423508898709,0.9476081193295647,0.8818767094698157,0.9013709394330056,0.7659397526269276,0.7965868931410975
0.25,219,laplace,M2_team,0.006821951938086543,0.005759660534898236,10,-0.00705872197930342,0.00404692296862268,10,0.5984326018808777,0.023009869430989774,10,0.9998746081504702,0.00012967266087761893,10,0.9410752351097178,0.010540200931065483,10,0.8916238244514106,0.015726063243566426,10,0.7812633228840126,0.024723155050000254,10,0.003252077353512762,0.010391826522660325,-0.009567030822138589,-0.004550413136468251,0.5841709370521356,0.6126942667096197,0.9997942362025792,0.9999549800983613,0.9345423508898709,0.9476081193295647,0.8818767094698157,0.9013709394330056,0.7659397526269276,0.7965868931410975
0.25,219,laplace,M4_intersection,0.03710554669549847,0.006173909498868275,10,0.011173379561370444,0.001110331290212071,10,0.43354231974921625,0.02725049839372496,10,0.9998746081504702,0.00012967266087761893,10,0.9410752351097178,0.010540200931065483,10,0.8916238244514106,0.015726063243566426,10,0.7812633228840126,0.024723155050000254,10,0.033278917943000655,0.04093217544799628,0.010485189097823425,0.011861570024917462,0.41665228585862585,0.45043235363980666,0.9997942362025792,0.9999549800983613,0.9345423508898709,0.9476081193295647,0.8818767094698157,0.9013709394330056,0.7659397526269276,0.7965868931410975
