run,n,n_features,model,base_rate_improved,oof_auc,mean_delta_always_on,mean_delta_never_on,mean_delta_oracle,ceiling_recovery,best_rule
M5_backoff_dev_blind_continuous_liftlaplace_eb_pool_std0.5_minev2,319,15,logistic,0.30407523510971785,0.706557072536454,0.009587476829936886,0.0,0.022873796592685496,0.0026787143727106293,"{'rule': 'max_lift_above_0.006', 'feature': 'max_lift', 'threshold': 0.006262602535555838, 'pct_open': 0.799373040752351, 'mean_delta': 0.008821654188969292}"
M4_intersection_dev_blind_continuous_liftlaplace_eb_k10_pool_std1,319,15,logistic,0.3510971786833856,0.6895272601794342,0.007236951197202676,0.0,0.023283206230046982,0.08864557099948377,"{'rule': 'max_lift_above_0.008', 'feature': 'max_lift', 'threshold': 0.00780461847703541, 'pct_open': 0.799373040752351, 'mean_delta': 0.008852275187692672}"
