config_key,protocol,dev_threshold,n,n_open,n_closed,pct_open,mean_delta_all,mean_delta_open,mean_delta_closed,harm_rate_all,harm_rate_open,harm_rate_closed,policy_value,gain_vs_always_on
backoff_eb,blind,0.3,398,178,220,0.4472361809045226,0.0021496653818904453,-0.0023615200365527294,0.005799624493176287,0.3391959798994975,0.5337078651685393,0.18181818181818182,-0.0010561572022773512,-0.0032058225841677963
backoff_eb,conditioned,0.3,398,188,210,0.4723618090452261,-0.0016627949919907291,-0.0018050341688572093,-0.001535457062224547,0.3417085427135678,0.5212765957446809,0.18095238095238095,-0.0008526292053898376,0.0008101657866008916
intersection_laplace,blind,0.5,398,163,235,0.40954773869346733,-0.038320932013155826,0.005529694761966635,-0.068736473138028,0.5326633165829145,0.5337423312883436,0.5319148936170213,0.0022646739854285465,0.04058560599858437
intersection_laplace,conditioned,0.3,398,313,85,0.7864321608040201,0.01511545971634999,0.01854117326557446,0.0025007733527351826,0.39949748743718594,0.45686900958466453,0.18823529411764706,0.014581374955087451,-0.000534084761262538
team_laplace,blind,0.4,398,246,152,0.6180904522613065,-0.03826932176648073,0.0015442753286381077,-0.10270448548621253,0.5226130653266332,0.47560975609756095,0.5986842105263158,0.0009545018362939058,0.039223823602774634
team_laplace,conditioned,0.3,398,355,43,0.8919597989949749,0.013767140257598167,0.01498385856688862,0.003722140262293261,0.42462311557788945,0.4394366197183099,0.3023255813953488,0.013364999475491107,-0.00040214078210706015
