config_key,protocol,n_dev_tickets,dev_threshold,dev_policy,n_eval,eval_auc,eval_auc_ci_lower,eval_auc_ci_upper,always_on,oracle,threshold,eval_policy,eval_policy_ci_lower,eval_policy_ci_upper,pct_open,gain_vs_always_on,ceiling_recovery
backoff_eb,blind,319,0.3,0.007769995255156371,398,0.6855875831485587,0.6329693286338683,0.7396565089355704,0.0021496653818904453,0.02477031873174049,0.3,-0.0010561572022773512,-0.008289732301055487,0.006255423314120597,0.4472361809045226,-0.0032058225841677963,-0.14172104291536955
backoff_eb,conditioned,319,0.3,0.004666234632270837,398,0.7424460431654676,0.6935382260101012,0.7912188057795856,-0.0016627949919907291,0.021133621433871475,0.3,-0.0008526292053898376,-0.00889146888216761,0.00721831847468962,0.4723618090452261,0.0008101657866008916,0.03553917297640564
intersection_laplace,blind,319,0.5,0.004981703215445097,398,0.5900634193837004,0.5352394416960553,0.6473005112450005,-0.038320932013155826,0.034271912733514105,0.5,0.0022646739854285465,-0.00387057931555538,0.008512684979929984,0.40954773869346733,0.04058560599858437,0.5590854875603447
intersection_laplace,conditioned,319,0.3,0.03052322246531334,398,0.6568024888079521,0.6032689424823396,0.7090989604486455,0.01511545971634999,0.04415496938567066,0.3,0.014581374955087451,0.0038255570840146674,0.025686271175573663,0.7864321608040201,-0.000534084761262538,-0.01839165906533132
team_laplace,blind,319,0.4,0.009494260023566996,398,0.6113710151596492,0.5515549801792062,0.6635061147220874,-0.03826932176648073,0.03401008501049861,0.4,0.0009545018362939058,-0.008195789700289767,0.010679248894035964,0.6180904522613065,0.039223823602774634,0.542669417913198
team_laplace,conditioned,319,0.3,0.022685888559093297,398,0.5612700344897545,0.5041463395251558,0.611681563642125,0.013767140257598167,0.049794898915979734,0.3,0.013364999475491107,0.001133720095657823,0.02582880143244662,0.8919597989949749,-0.00040214078210706015,-0.011161970577192855
