config_key,protocol,dev_threshold,always_on,oracle,threshold,eval_policy,eval_policy_ci_lower,eval_policy_ci_upper,pct_open,gain_vs_always_on,ceiling_recovery
backoff_eb,blind,0.3,0.0021496653818904453,0.02477031873174049,0.3,-0.0021171801578459427,-0.009438358569733013,0.005100266026548244,0.4371859296482412,-0.0042668455397363875,-0.18862609641487976
backoff_eb,conditioned,0.3,-0.0016627949919907291,0.021133621433871475,0.3,0.001023133963945523,-0.005884962704912502,0.008544260821300529,0.4472361809045226,0.0026859289559362522,0.11782242023308123
intersection_laplace,blind,0.4,-0.038320932013155826,0.034271912733514105,0.4,0.008591649033615936,0.00013244034179565897,0.01770409517944907,0.6030150753768844,0.04691258104677176,0.6462424941533069
intersection_laplace,conditioned,0.3,0.01511545971634999,0.04415496938567066,0.3,0.015726164039505188,0.004723914577883093,0.027032633218914262,0.8040201005025126,0.0006107043231551989,0.021030118280557227
team_laplace,blind,0.3,-0.03826932176648073,0.03401008501049861,0.3,0.0004861196643443563,-0.010610681936968512,0.011385915315143717,0.7562814070351759,0.038755441430825086,0.5361892572030422
team_laplace,conditioned,0.4,0.013767140257598167,0.049794898915979734,0.4,0.019475539350629453,0.00880384553485929,0.030576582948429194,0.7763819095477387,0.005708399093031285,0.1584444690872623
