experiment_id,n,mean_delta,median_delta,std_delta,ci_lower,ci_upper,pct_improved,pct_worsened,wilcoxon_p,wilcoxon_sig_005,cohens_d
baseline_dev_conditioned_continuous,319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,0.0
M1_global_dev_blind_continuous,319,-0.031920251077432245,-0.0009741783142089844,0.1720231550202137,-0.051113499496657645,-0.013770944111890006,0.47335423197492166,0.5141065830721003,0.32659268276263487,False,-0.18555787489004857
M1_global_dev_conditioned_binary,319,-0.028582335429318647,0.0,0.15465388939867689,-0.04621647435844785,-0.011969455503230943,0.4952978056426332,0.4890282131661442,0.25479352502550223,False,-0.184814850376231
M1_global_dev_conditioned_continuous,319,-0.035617800622150815,-0.0006616115570068359,0.16784846568319572,-0.05388768414520077,-0.01753304677265099,0.47335423197492166,0.5047021943573667,0.048881086113161096,True,-0.21220212217713896
M2_team_dev_conditioned_continuous,319,0.01939115082395488,0.006990551948547363,0.11318316043865527,0.007588646916503256,0.032098210827800726,0.5454545454545454,0.4263322884012539,0.005159714682162072,True,0.17132540519987327
M3_class_dev_conditioned_continuous,319,-0.02496532511935339,0.007996559143066406,0.2053843375956199,-0.04809537644681979,-0.003265155643972114,0.5360501567398119,0.4482758620689655,0.24634223663595356,False,-0.12155418184081535
M4_intersection_dev_conditioned_continuous,319,0.021884093697541934,0.007888585329055786,0.11180566891830326,0.010061765500113696,0.03467005419028123,0.54858934169279,0.4263322884012539,0.008211758333290162,True,0.19573331038815847
