run,n,n_features,model,base_rate_improved,oof_auc,mean_delta_always_on,mean_delta_never_on,mean_delta_oracle,ceiling_recovery,best_rule
M2_team_dev_conditioned_continuous,319,15,logistic,0.5454545454545454,0.5343638525564804,0.01939115082395488,0.0,0.046046357590203,-0.036005796048288685,"{'rule': 'max_lift_above_0.000', 'feature': 'max_lift', 'threshold': 0.0, 'pct_open': 0.8275862068965517, 'mean_delta': 0.01791230147721999}"
M4_intersection_dev_conditioned_continuous,319,15,logistic,0.54858934169279,0.5550396825396825,0.021884093697541934,0.0,0.047048002317968206,-0.01617745684624929,"{'rule': 'top1_faiss_below_0.979', 'feature': 'top1_faiss', 'threshold': 0.9788450956344604, 'pct_open': 0.799373040752351, 'mean_delta': 0.02313376439963015}"
